level,word,quiz_sentence
4,integrity,His <blank> had been the subject of the attack.
4,integrity,The <blank> of the document had been preserved.
4,integrity,She had defended the <blank> of the process.
4,integrity,The <blank> of the vote had been challenged.
4,intermittent,The <blank> rain had continued all afternoon.
4,intermittent,She had suffered from <blank> pain for years.
4,intermittent,His <blank> attendance had been noted.
4,intermittent,The <blank> signal had made the call impossible.
4,intermittent,She had received <blank> updates from the front.
4,intermittent,The <blank> noise had kept her awake.
4,intermittent,His <blank> interest had been frustrating.
4,intermittent,The <blank> supply had been the main problem.
4,intermittent,She had tried to ignore the <blank> buzzing.
4,intermittent,The <blank> flashes had been seen from the coast.
4,interrogate,The police had decided to <blank> him under caution.
4,interrogate,She had been asked to <blank> the witness.
4,interrogate,His job had been to <blank> prisoners of war.
4,interrogate,The committee had <blank> the minister for three hours.
4,interrogate,She had watched them <blank> the suspect on the screen.
4,interrogate,The <blank> had been conducted in a bare room.
4,interrogate,His attempt to <blank> her had failed.
4,interrogate,The <blank> had yielded no confession.
4,interrogate,She had refused to <blank> her own motives.
4,interrogate,The <blank> had been recorded.
4,intimidate,The gang had tried to <blank> the witness.
4,intimidate,She had refused to be <blank> by his threats.
4,intimidate,His size had been enough to <blank> most opponents.
4,intimidate,The <blank> tactics had been condemned.
4,intimidate,She had felt <blank> by the formal surroundings.
4,intimidate,The <blank> letter had been passed to the police.
4,intimidate,His <blank> manner had been deliberate.
4,intimidate,The <blank> presence of the guards had been obvious.
4,intimidate,She had been <blank> into silence.
4,intimidate,The <blank> had been subtle but effective.
4,intractable,The <blank> problem had defeated every expert.
4,intractable,She had been faced with an <blank> child.
4,intractable,His <blank> stubbornness had ended the talks.
4,intractable,The <blank> pain had resisted every treatment.
4,intractable,She had found him <blank> and had given up.
4,intractable,The <blank> dispute had lasted for decades.
4,intractable,His <blank> nature had been well known.
4,intractable,The <blank> cough had kept him awake at night.
4,intractable,She had written about the <blank> conflict.
4,intractable,The <blank> material had been impossible to shape.
4,intrinsic,The <blank> value of the work had been recognised.
4,intrinsic,She had stressed the <blank> worth of every pupil.
4,intrinsic,His <blank> goodness had shone through.
4,intrinsic,The <blank> difficulty of the task had been underestimated.
4,intrinsic,She had written about the <blank> rights of man.
4,intrinsic,The <blank> interest of the subject had drawn her in.
4,intrinsic,His <blank> laziness had been the real obstacle.
4,intrinsic,The <blank> beauty of the landscape had moved her.
4,intrinsic,She had argued for the <blank> dignity of labour.
4,intrinsic,The <blank> contradiction had been there from the start.
4,introspective,The <blank> mood had come over him in the evening.
4,introspective,She had always been an <blank> child.
4,introspective,His <blank> nature had made him a good writer.
4,introspective,The <blank> tone of the memoir had been noted.
4,introspective,She had grown more <blank> with age.
4,introspective,The <blank> passage had been the best in the book.
4,introspective,His <blank> gaze had been turned inward.
4,introspective,The <blank> music had suited the occasion.
4,introspective,She had found his <blank> silence uncomfortable.
4,introspective,The <blank> habit had been hard to break.
4,intuition,Her <blank> had told her something was wrong.
4,intuition,She had relied on <blank> rather than evidence.
4,intuition,His <blank> had been proved right in the end.
4,intuition,The <blank> had been strong enough to act on.
4,intuition,She had trusted her <blank> and had left at once.
4,intuition,The <blank> of the crowd had been correct.
4,intuition,His <blank> had failed him on this occasion.
4,intuition,The <blank> had come from years of experience.
4,intuition,She had followed her <blank> against all advice.
4,intuition,The <blank> had been feminine
4,intuitive,She had an <blank> understanding of the machine.
4,intuitive,The <blank> grasp of the problem had impressed them.
4,intuitive,His <blank> approach had sometimes confused his colleagues.
4,intuitive,The <blank> response had been the right one.
4,intuitive,She had found the software <blank> and easy to use.
4,intuitive,The <blank> leap had been hard to explain.
4,intuitive,His <blank> sense of timing had been remarkable.
4,intuitive,The <blank> design had won awards.
4,intuitive,She had been <blank> where he had been logical.
4,intuitive,The <blank> connection had been made in a flash.
4,invaluable,The <blank> advice had saved the project.
4,invaluable,She had been an <blank> member of the team.
4,invaluable,His <blank> experience had been drawn on many times.
4,invaluable,The <blank> manuscript had been locked in the safe.
4,invaluable,She had described the support as <blank>.
4,invaluable,The <blank> collection had been donated to the museum.
4,invaluable,His <blank> contribution had been acknowledged in the preface.
4,invaluable,The <blank> assistance had come at the right moment.
4,invaluable,She had lost an <blank> opportunity.
4,invaluable,The <blank> lesson had been learned too late.
4,irascible,The <blank> old man had shouted at the children.
4,irascible,She had learned to avoid his <blank> moods.
4,irascible,His <blank> temper had been the stuff of legend.
4,irascible,The <blank> landlord had driven away every tenant.
4,irascible,She had found him <blank> but kind at heart.
4,irascible,The <blank> professor had reduced a student to tears.
4,irascible,His <blank> outburst had been witnessed by the whole office.
4,irascible,The <blank> response had been typical.
4,irascible,She had grown more <blank> in her old age.
4,irascible,The <blank> critic had panned the show.
4,irrational,The <blank> fear had paralysed her.
4,irrational,She had been accused of <blank> behaviour.
4,irrational,His <blank> hatred had consumed him.
4,irrational,The <blank> decision had been reversed the next day.
4,irrational,She had tried to overcome her <blank> dread of spiders.
4,irrational,The <blank> belief had been held by millions.
4,irrational,His <blank> outburst had shocked the meeting.
4,irrational,The <blank> attachment to the old house had puzzled her family.
4,irrational,She had known the thought was <blank> but could not help it.
4,irrational,The <blank> prejudice had been challenged in court.
4,irrelevant,The <blank> remark had been ignored.
4,irrelevant,She had found the question <blank> to the case.
4,irrelevant,His <blank> comment had confused the issue.
4,irrelevant,The <blank> detail had been struck from the record.
4,irrelevant,She had dismissed the point as <blank>.
4,irrelevant,The <blank> objection had been overruled.
4,irrelevant,His <blank> past had been dragged up by the press.
4,irrelevant,The <blank> comparison had been unhelpful.
4,irrelevant,She had tried to steer the discussion away from <blank> matters.
4,irrelevant,The <blank> document had been excluded.
4,irreproachable,Her <blank> conduct had been noted by the judge.
4,irreproachable,She had maintained an <blank> reputation for decades.
4,irreproachable,His <blank> manners had been the envy of the court.
4,irreproachable,The <blank> record had been his defence.
4,irreproachable,She had been held up as an <blank> example.
4,irreproachable,The <blank> logic of his argument had been conceded.
4,irreproachable,His <blank> character had never been questioned.
4,irreproachable,The <blank> service had been rewarded with a tip.
4,irreproachable,She had led an <blank> life.
4,irreproachable,The <blank> standard had been set from the start.
4,irresolute,The <blank> leader had lost the confidence of his party.
4,irresolute,She had been <blank> until the last moment.
4,irresolute,His <blank> stance had frustrated both sides.
4,irresolute,The <blank> government had staggered from crisis to crisis.
4,irresolute,She had found his <blank> manner exasperating.
4,irresolute,The <blank> response had been no response at all.
4,irresolute,His <blank> hand had hovered over the paper.
4,irresolute,The <blank> silence had been broken by a cough.
4,irresolute,She had been <blank> between two equally bad options.
4,irresolute,The <blank> figure had stood at the crossroads.
4,irreverence,His <blank> had shocked the congregation.
4,irreverence,She had been accused of <blank> towards the crown.
4,irreverence,The <blank> of the young had been tolerated.
4,irreverence,His <blank> had been the subject of the complaint.
4,irreverence,The <blank> in his tone had been deliberate.
4,irreverence,She had enjoyed the <blank> of the sketch.
4,irreverence,The <blank> had been meant in fun.
4,irreverence,His <blank> had cost him his place at the table.
4,irreverence,The <blank> of the press had been criticised.
4,irreverence,She had defended her <blank> as healthy scepticism.
4,irreverent,The <blank> remark had been overheard.
4,irreverent,She had written an <blank> biography of the poet.
4,irreverent,His <blank> humour had not been appreciated.
4,irreverent,The <blank> tone had been typical of the paper.
4,irreverent,She had been <blank> about the sacred cows of the industry.
4,irreverent,The <blank> portrait had caused offence.
4,irreverent,His <blank> attitude had been noted.
4,irreverent,The <blank> treatment of the subject had divided critics.
4,irreverent,She had adopted an <blank> stance deliberately.
4,irreverent,The <blank> young had mocked their elders.
4,isolation,The <blank> of the village had preserved its character.
4,isolation,She had felt a deep <blank> in the crowd.
4,isolation,His <blank> had been self-imposed.
4,isolation,The <blank> of the patient had been necessary.
4,isolation,She had struggled with the <blank> of the long winter.
4,isolation,The <blank> had been broken by a visitor.
4,isolation,His <blank> had been mistaken for arrogance.
4,isolation,The <blank> of the ruling had been criticised.
4,isolation,She had sought <blank> to finish the book.
4,isolation,The <blank> had been both physical and emotional.
4,justification,The <blank> for the war had been questioned.
4,justification,She had demanded a <blank> for the delay.
4,justification,His <blank> had been accepted by the board.
4,justification,The <blank> had been set out in the report.
4,justification,She had found no <blank> for his behaviour.
4,justification,The <blank> had been weak at best.
4,justification,His <blank> had been that he had had no choice.
4,justification,The <blank> had been debated at length.
4,justification,She had offered a <blank> that had satisfied no one.
4,justification,The <blank> had been written into the law.
4,listlessness,The <blank> of the crowd had worried the speaker.
4,listlessness,She had been overcome by a strange <blank> that morning.
4,listlessness,His <blank> had been put down to the heat.
4,listlessness,The <blank> had spread through the office.
4,listlessness,She had fought against the <blank> and had gone for a run.
4,listlessness,The <blank> of the children had been noted by the teacher.
4,listlessness,His <blank> had been a symptom of the illness.
4,listlessness,The <blank> had been broken by the news.
4,listlessness,She had written about the <blank> of the long summer.
4,listlessness,The <blank> had been contagious.
4,litigation,The <blank> had dragged on for five years.
4,litigation,She had been advised to avoid <blank> if possible.
4,litigation,His <blank> had been funded by a benefactor.
4,litigation,The <blank> had been settled out of court.
4,litigation,She had been drawn into <blank> against her will.
4,litigation,The <blank> had cost both sides a fortune.
4,litigation,His threat of <blank> had been enough to make them settle.
4,litigation,The <blank> had been the longest in the court's history.
4,litigation,She had specialised in <blank> at the bar.
4,litigation,The <blank> had been dropped at the last moment.
4,loquacious,The <blank> guest had dominated the conversation.
4,loquacious,She had always been a <blank> child.
4,loquacious,His <blank> nature had made him a natural broadcaster.
4,loquacious,The <blank> guide had talked throughout the tour.
4,loquacious,She had found him <blank> but entertaining.
4,loquacious,The <blank> stranger had told her his life story.
4,loquacious,His <blank> reply had filled three pages.
4,loquacious,The <blank> parrot had learned a hundred phrases.
4,loquacious,She had grown more <blank> after a glass of wine.
4,loquacious,The <blank> witness had been asked to keep to the point.
4,lucrative,The <blank> contract had been signed at last.
4,lucrative,She had left for a more <blank> position.
4,lucrative,His <blank> sideline had been the talk of the office.
4,lucrative,The <blank> deal had made the headlines.
4,lucrative,She had turned down the <blank> offer on principle.
4,lucrative,The <blank> trade had attracted many newcomers.
4,lucrative,His <blank> practice had been built over thirty years.
4,lucrative,The <blank> franchise had been sold for millions.
4,lucrative,She had found the work <blank> but dull.
4,lucrative,The <blank> market had been cornered by a few firms.
4,luminary,The <blank> had been invited to open the conference.
4,luminary,She had become a <blank> in her field.
4,luminary,His <blank> had dimmed after the scandal.
4,luminary,The <blank> had drawn a huge crowd.
4,luminary,She had studied under the <blank> of the age.
4,luminary,The <blank> had given a rare interview.
4,luminary,His reputation as a <blank> had been secure.
4,luminary,The <blank> had been greeted with a standing ovation.
4,luminary,She had met many <blank>s at the reception.
4,luminary,The <blank> had declined to comment.
4,machiavellian,The <blank> plot had been uncovered in time.
4,machiavellian,She had been shocked by his <blank> schemes.
4,machiavellian,His <blank> cunning had been the subject of a book.
4,machiavellian,The <blank> politician had been outmanoeuvred at last.
4,machiavellian,She had accused him of <blank> manipulation.
4,machiavellian,The <blank> strategy had backfired.
4,machiavellian,His <blank> mind had been admired and feared.
4,machiavellian,The <blank> intrigue had divided the court.
4,machiavellian,She had recognised the <blank> hand behind the leak.
4,machiavellian,The <blank> approach had been justified by the end
4,magnanimous,The <blank> victor had offered to share the prize.
4,magnanimous,She had been <blank> in defeat.
4,magnanimous,His <blank> gesture had been widely praised.
4,magnanimous,The <blank> offer had been accepted with gratitude.
4,magnanimous,She had shown a <blank> spirit throughout.
4,magnanimous,The <blank> donation had been made anonymously.
4,magnanimous,His <blank> nature had been his finest quality.
4,magnanimous,The <blank> pardon had surprised everyone.
4,magnanimous,She had been <blank> towards her former rival.
4,magnanimous,The <blank> host had refused to take offence.
4,malapropism,The <blank> had brought laughter from the back row.
4,malapropism,She had been famous for her <blank>s.
4,malapropism,His <blank> had been unintentional but hilarious.
4,malapropism,The <blank> had been quoted in the papers.
4,malapropism,She had committed a classic <blank> in her speech.
4,malapropism,The <blank> had lightened the mood.
4,malapropism,His <blank> had become a catchphrase.
4,malapropism,The <blank> had been the result of nerves.
4,malapropism,She had collected <blank>s for her comedy act.
4,malapropism,The <blank> had been lost on the foreign visitors.
4,malevolent,The <blank> spirit had been blamed for the accidents.
4,malevolent,She had sensed something <blank> in his gaze.
4,malevolent,His <blank> intent had been clear from the start.
4,malevolent,The <blank> influence had been removed at last.
4,malevolent,She had been the target of <blank> gossip.
4,malevolent,The <blank> force had been defeated.
4,malevolent,His <blank> smile had made her shiver.
4,malevolent,The <blank> design had been to ruin her reputation.
4,malevolent,She had written about the <blank> villain.
4,malevolent,The <blank> presence had been felt by all.
4,manageable,The <blank> size of the group had made the trip possible.
4,manageable,She had broken the task into <blank> chunks.
4,manageable,His debt had been large but <blank>.
4,manageable,The <blank> workload had been agreed with her manager.
4,manageable,She had found the class <blank> at last.
4,manageable,The <blank> portion had been enough for two.
4,manageable,His temper had been <blank> that day.
4,manageable,The <blank> risk had been accepted.
4,manageable,She had made the project <blank> by cutting the scope.
4,manageable,The <blank> number had been set at twenty.
4,masculinity,The <blank> of the role had been debated.
4,masculinity,She had written about the construction of <blank>.
4,masculinity,His <blank> had been performative
4,masculinity,The <blank> of the hero had been traditional.
4,masculinity,She had questioned the toxic <blank> of the culture.
4,masculinity,The <blank> of the scent had been deliberate.
4,masculinity,His <blank> had been fragile
4,masculinity,The <blank> of the sport had been part of its appeal.
4,masculinity,She had explored the <blank> of the period in her thesis.
4,masculinity,The <blank> had been portrayed with nuance.
4,materialism,The <blank> of the age had been criticised from the pulpit.
4,materialism,She had rejected the <blank> of her parents.
4,materialism,His <blank> had been obvious from his flat.
4,materialism,The <blank> of the society had been the theme of the novel.
4,materialism,She had written an essay on philosophical <blank>.
4,materialism,The <blank> had left no room for the spiritual.
4,materialism,His <blank> had driven him to work seventy hours a week.
4,materialism,The <blank> of the culture had been documented.
4,materialism,She had been troubled by the <blank> of the pupils.
4,materialism,The <blank> had been tempered by the war.
4,mediocrity,The <blank> of the offering had been widely noted.
4,mediocrity,She had refused to accept <blank> in her team.
4,mediocrity,His <blank> had been rewarded with promotion nonetheless.
4,mediocrity,The <blank> of the food had been the main complaint.
4,mediocrity,She had risen above the <blank> of her peers.
4,mediocrity,The <blank> had been the result of underfunding.
4,mediocrity,His <blank> had been disguised by his charm.
4,mediocrity,The <blank> of the performance had disappointed the critics.
4,mediocrity,She had been accused of <blank> by her successor.
4,mediocrity,The <blank> had been the norm for too long.
4,meditative,The <blank> silence had lasted for an hour.
4,meditative,She had adopted a <blank> approach to the problem.
4,meditative,His <blank> walk had taken him round the lake.
4,meditative,The <blank> music had filled the hall.
4,meditative,She had found the garden <blank> and restorative.
4,meditative,The <blank> mood had been broken by the bell.
4,meditative,His <blank> nature had suited the monastic life.
4,meditative,The <blank> pace had allowed her to think.
4,meditative,She had written in a <blank> vein.
4,meditative,The <blank> quality of the light had moved her.
4,melancholic,The <blank> tune had stayed in her head for days.
4,melancholic,She had been in a <blank> mood since the news.
4,melancholic,His <blank> disposition had been noted by his friends.
4,melancholic,The <blank> beauty of the landscape had brought tears to her eyes.
4,melancholic,She had found the poem <blank> but beautiful.
4,melancholic,The <blank> strain in the music had been deliberate.
4,melancholic,His <blank> humour had often been misunderstood.
4,melancholic,The <blank> atmosphere had suited the occasion.
4,melancholic,She had been drawn to the <blank> side of his character.
4,melancholic,The <blank> note had been struck from the first line.
4,melancholy,The <blank> of the song had moved her to tears.
4,melancholy,She had been unable to shake off the <blank>.
4,melancholy,His <blank> had been evident in every letter.
4,melancholy,The <blank> of the autumn had suited her mood.
4,melancholy,She had written about the <blank> of exile.
4,melancholy,The <blank> had lasted for weeks.
4,melancholy,His <blank> had been deepened by the rejection.
4,melancholy,The <blank> of the occasion had been marked.
4,melancholy,She had felt a deep <blank> at the thought of leaving.
4,melancholy,The <blank> had been infectious.
4,mercenary,The <blank> had fought for whoever paid the most.
4,mercenary,She had been accused of <blank> motives.
4,mercenary,His <blank> instincts had been obvious from the start.
4,mercenary,The <blank> army had been hired by the king.
4,mercenary,She had rejected his <blank> offer of help.
4,mercenary,The <blank> nature of the deal had been criticised.
4,mercenary,His <blank> loyalty had been bought and sold.
4,mercenary,The <blank> had deserted when the money ran out.
4,mercenary,She had found his <blank> attitude distasteful.
4,mercenary,The <blank> spirit had infected the whole organisation.
4,methodical,The <blank> search had taken three days.
4,methodical,She had been <blank> in her approach to the problem.
4,methodical,His <blank> habits had been the envy of his colleagues.
4,methodical,The <blank> destruction of the files had been documented.
4,methodical,She had worked through the list in a <blank> fashion.
4,methodical,The <blank> killer had left a pattern.
4,methodical,His <blank> mind had found the flaw in the argument.
4,methodical,The <blank> preparation had paid off.
4,methodical,She had been <blank> where he had been chaotic.
4,methodical,The <blank> nature of the attack had suggested planning.
4,meticulous,The <blank> research had taken years.
4,meticulous,She had been <blank> in her preparation for the trial.
4,meticulous,His <blank> attention to detail had been legendary.
4,meticulous,The <blank> restoration had brought the painting back to life.
4,meticulous,She had kept <blank> records of every transaction.
4,meticulous,The <blank> craftsmanship had been admired by all.
4,meticulous,His <blank> nature had made him a fine editor.
4,meticulous,The <blank> care had been evident in every stitch.
4,meticulous,She had been <blank> about the sources.
4,meticulous,The <blank> plan had left nothing to chance.
4,misanthrope,The <blank> had refused to attend the wedding.
4,misanthrope,She had been labelled a <blank> for her views.
4,misanthrope,His <blank> had deepened after the betrayal.
4,misanthrope,The <blank> had retired to a remote cottage.
4,misanthrope,She had written a play about a <blank> who learns to love.
4,misanthrope,The <blank> had snarled at every attempt at friendship.
4,misanthrope,His <blank> had been the result of years of disappointment.
4,misanthrope,The <blank> had been proved wrong by one kind act.
4,misanthrope,She had found the <blank> next door impossible.
4,misanthrope,The <blank> had left his fortune to his cat.
4,miscellaneous,The <blank> items had been sold in a job lot.
4,miscellaneous,She had sorted the <blank> papers into piles.
4,miscellaneous,His <blank> expenses had been queried by the auditor.
4,miscellaneous,The <blank> collection had filled the attic.
4,miscellaneous,She had added a <blank> section to the report.
4,miscellaneous,The <blank> duties had taken up most of her morning.
4,miscellaneous,His <blank> knowledge had been useful in the quiz.
4,miscellaneous,The <blank> charges had been itemised on the bill.
4,miscellaneous,She had cleared out the <blank> junk from the shed.
4,miscellaneous,The <blank> nature of the work had suited him.
4,mischievous,The <blank> child had hidden his sister's shoes.
4,mischievous,She had given him a <blank> smile before leaving.
4,mischievous,His <blank> streak had got him into trouble at school.
4,mischievous,The <blank> glint in her eye had warned him.
4,mischievous,She had been <blank> but never malicious.
4,mischievous,The <blank> pup had chewed through the lead.
4,mischievous,His <blank> sense of humour had lightened the meeting.
4,mischievous,The <blank> spirit had been infectious.
4,mischievous,She had played a <blank> trick on her brother.
4,mischievous,The <blank> wind had scattered the papers.
4,misogynist,The <blank> had been banned from the club.
4,misogynist,She had accused him of <blank> views.
4,misogynist,His <blank> remarks had been reported to HR.
4,misogynist,The <blank> writer had been dropped by his publisher.
4,misogynist,She had written about the <blank> culture of the industry.
4,misogynist,The <blank> had been unmasked in the article.
4,misogynist,His <blank> attitudes had been formed in youth.
4,misogynist,The <blank> tone of the piece had been criticised.
4,misogynist,She had confronted the <blank> at the meeting.
4,misogynist,The <blank> had been forced to apologise.
4,misspent,She had regretted her <blank> youth.
4,misspent,His <blank> talents had been the subject of the documentary.
4,misspent,The <blank> fortune had been lost at the tables.
4,misspent,She had spoken of her <blank> years with bitterness.
4,misspent,His <blank> life had been turned around in prison.
4,misspent,The <blank> hours had added up to nothing.
4,misspent,She had tried to make up for <blank> time.
4,misspent,His <blank> opportunities had been many.
4,misspent,The <blank> grant had been investigated.
4,misspent,She had written a memoir of her <blank> twenties.
4,mitigating,The <blank> circumstances had been taken into account.
4,mitigating,She had pleaded <blank> factors in his defence.
4,mitigating,His <blank> evidence had been heard by the court.
4,mitigating,The <blank> effect of the medicine had been limited.
4,mitigating,She had offered <blank> reasons for the delay.
4,mitigating,The <blank> measures had been put in place too late.
4,mitigating,His <blank> apology had been accepted.
4,mitigating,The <blank> factor had been his age.
4,mitigating,She had stressed the <blank> circumstances.
4,mitigating,The <blank> action had reduced the damage.
4,monochrome,The <blank> photograph had been taken in the thirties.
4,monochrome,She had chosen a <blank> palette for the film.
4,monochrome,His <blank> vision of the world had depressed her.
4,monochrome,The <blank> print had hung in the hall for years.
4,monochrome,She had preferred the <blank> version to the colour.
4,monochrome,The <blank> screen had flickered to life.
4,monochrome,His <blank> wardrobe had been a standing joke.
4,monochrome,The <blank> landscape had been striking in the snow.
4,monochrome,She had painted the room in <blank> tones.
4,monochrome,The <blank> image had been more powerful.
4,monotonous,The <blank> drone of the engine had sent her to sleep.
4,monotonous,She had found the work <blank> and had resigned.
4,monotonous,His <blank> voice had made the lecture hard to follow.
4,monotonous,The <blank> landscape had stretched for miles.
4,monotonous,She had tried to relieve the <blank> of the routine.
4,monotonous,The <blank> diet had weakened him.
4,monotonous,His <blank> existence had been the subject of the novel.
4,monotonous,The <blank> rhythm had been hypnotic.
4,monotonous,She had been driven mad by the <blank> ticking.
4,monotonous,The <blank> tone had never varied.
4,munificence,The <blank> of the donor had built the new wing.
4,munificence,She had been overwhelmed by his <blank>.
4,munificence,His <blank> had been celebrated at the dinner.
4,munificence,The <blank> of the bequest had surprised everyone.
4,munificence,She had thanked him for his <blank> in her speech.
4,munificence,The <blank> had been extended to the whole town.
4,munificence,His <blank> had known no bounds.
4,munificence,The <blank> of the grant had made the project possible.
4,munificence,She had been the beneficiary of his <blank>.
4,munificence,The <blank> had been repaid with gratitude.
4,narrative,The <blank> had been criticised for its bias.
4,narrative,She had challenged the official <blank> of events.
4,narrative,His <blank> had been compelling but false.
4,narrative,The <blank> thread had been lost in the middle chapters.
4,narrative,She had constructed a <blank> from the fragments.
4,narrative,The <blank> voice had been the child's.
4,narrative,His <blank> had been full of digressions.
4,narrative,The <blank> had been passed down through the family.
4,narrative,She had written the <blank> in the first person.
4,narrative,The <blank> had been the most powerful part of the film.
4,nauseating,The <blank> smell had driven them from the room.
4,nauseating,She had found the spectacle <blank>.
4,nauseating,His <blank> hypocrisy had been exposed.
4,nauseating,The <blank> sweetness of the perfume had given her a headache.
4,nauseating,She had described the violence as <blank>.
4,nauseating,The <blank> sight had been on every front page.
4,nauseating,His <blank> sentimentality had made her cringe.
4,nauseating,The <blank> ride had left him green.
4,nauseating,She had been <blank> from the moment the boat had left the harbour.
4,nauseating,The <blank> detail had been cut from the broadcast.
4,nobility,The <blank> of his character had been recognised by all.
4,nobility,She had been born into the <blank>.
4,nobility,His <blank> had been of the spirit rather than the blood.
4,nobility,The <blank> of the cause had inspired many.
4,nobility,She had written about the decline of the <blank>.
4,nobility,The <blank> of the sacrifice had been acknowledged.
4,nobility,His <blank> had been stripped from him by the revolution.
4,nobility,The <blank> of her bearing had impressed the court.
4,nobility,She had shown <blank> in the face of defeat.
4,nobility,The <blank> of the sentiment had moved the crowd.
4,nonchalant,The <blank> shrug had infuriated her.
4,nonchalant,She had been <blank> about the result.
4,nonchalant,His <blank> manner had hidden his nerves.
4,nonchalant,The <blank> reply had been typical of him.
4,nonchalant,She had tried to appear <blank> as she opened the letter.
4,nonchalant,The <blank> attitude had been mistaken for indifference.
4,nonchalant,His <blank> dismissal of the risk had worried her.
4,nonchalant,The <blank> wave had been his only goodbye.
4,nonchalant,She had been <blank> to the point of rudeness.
4,nonchalant,The <blank> tone had been carefully rehearsed.
4,nonentity,The <blank> had been promoted above his ability.
4,nonentity,She had been dismissed as a <blank> by the press.
4,nonentity,His <blank> had been the subject of the satire.
4,nonentity,The <blank> had risen to power by chance.
4,nonentity,She had refused to be treated as a <blank>.
4,nonentity,The <blank> had been given a title but no respect.
4,nonentity,His <blank> had been obvious from the start.
4,nonentity,The <blank> had been forgotten as soon as he had left.
4,nonentity,She had written the <blank> out of the story.
4,nonentity,The <blank> had been the laughing stock of the office.
4,nonplussed,She had been <blank> by the unexpected question.
4,nonplussed,The <blank> expression on his face had been genuine.
4,nonplussed,His <blank> silence had lasted a full minute.
4,nonplussed,She had been completely <blank> by the turn of events.
4,nonplussed,The <blank> audience had looked at one another.
4,nonplussed,His <blank> reaction had been caught on camera.
4,nonplussed,She had left him <blank> with her reply.
4,nonplussed,The <blank> committee had adjourned for the day.
4,nonplussed,His <blank> state had been obvious to all.
4,nonplussed,She had been <blank> but had recovered quickly.
4,noteworthy,The <blank> achievement had been celebrated at the dinner.
4,noteworthy,She had made a <blank> contribution to the field.
4,noteworthy,His <blank> absence had been remarked upon.
4,noteworthy,The <blank> feature of the building had been the dome.
4,noteworthy,She had found nothing <blank> in the report.
4,noteworthy,The <blank> exception had been the only one.
4,noteworthy,His <blank> career had been cut short by injury.
4,noteworthy,The <blank> silence had been broken by applause.
4,noteworthy,She had listed the <blank> points in her summary.
4,noteworthy,The <blank> fact had been overlooked by the jury.
4,nouveau-riche,The <blank> had been mocked behind his back.
4,nouveau-riche,She had been accused of <blank> taste.
4,nouveau-riche,His <blank> manners had offended the old families.
4,nouveau-riche,The <blank> had bought the estate the year before.
4,nouveau-riche,She had found the <blank> display vulgar.
4,nouveau-riche,The <blank> couple had been excluded from the ball.
4,nouveau-riche,His <blank> wealth had been made in trade.
4,nouveau-riche,The <blank> had tried to buy his way into society.
4,nouveau-riche,She had written a comedy about the <blank>.
4,nouveau-riche,The <blank> had been snubbed at the door.
4,nurseryman,The <blank> had advised her on the best roses.
4,nurseryman,She had ordered the plants from the local <blank>.
4,nurseryman,His <blank> had supplied the trees for the avenue.
4,nurseryman,The <blank> had been in the family for three generations.
4,nurseryman,She had consulted the <blank> about the blight.
4,nurseryman,The <blank> had promised delivery by the weekend.
4,nurseryman,His <blank> had won prizes at the show.
4,nurseryman,The <blank> had recommended a hardy variety.
4,nurseryman,She had become a <blank> after retiring from the bank.
4,nurseryman,The <blank> had dug the border himself.
4,obligatory,The <blank> meeting had been held every Monday.
4,obligatory,She had found the <blank> attendance rule tiresome.
4,obligatory,His <blank> contribution had been the minimum.
4,obligatory,The <blank> visit had been brief and formal.
4,obligatory,She had done the <blank> reading but no more.
4,obligatory,The <blank> fee had been waived in her case.
4,obligatory,His <blank> smile had not reached his eyes.
4,obligatory,The <blank> subject had been dropped after a term.
4,obligatory,She had considered the insurance <blank>.
4,obligatory,The <blank> nature of the gesture had been noted.
4,obliterate,The bombing had <blank> the village.
4,obliterate,She had tried to <blank> the memory from her mind.
4,obliterate,His name had been <blank> from the record.
4,obliterate,The storm had <blank> the path through the wood.
4,obliterate,She had <blank> the wrong answer and written again.
4,obliterate,The army had been ordered to <blank> the resistance.
4,obliterate,His victory had <blank> the opposition.
4,obliterate,The flood had <blank> every trace of the camp.
4,obliterate,She had wanted to <blank> the mistake entirely.
4,obliterate,The <blank> had been total.
4,obsequious,The <blank> waiter had hovered at their table.
4,obsequious,She had been put off by his <blank> manner.
4,obsequious,His <blank> flattery had been transparent.
4,obsequious,The <blank> servant had agreed with everything.
4,obsequious,She had found the <blank> tone nauseating.
4,obsequious,The <blank> bow had been too deep.
4,obsequious,His <blank> behaviour had been rewarded with a tip.
4,obsequious,The <blank> letter had been dismissed.
4,obsequious,She had refused to be <blank> to anyone.
4,obsequious,The <blank> courtier had fallen from favour.
4,obstreperous,The <blank> child had been removed from the class.
4,obstreperous,She had been forced to deal with the <blank> crowd.
4,obstreperous,His <blank> behaviour had disrupted the meeting.
4,obstreperous,The <blank> drunk had been thrown out of the pub.
4,obstreperous,She had found the <blank> opposition exhausting.
4,obstreperous,The <blank> minority had shouted down the speaker.
4,obstreperous,His <blank> objections had been overruled.
4,obstreperous,The <blank> mob had refused to disperse.
4,obstreperous,She had tried to calm the <blank> patient.
4,obstreperous,The <blank> protest had been heard in the next street.
4,onomatopoeia,The <blank> in the poem had delighted the children.
4,onomatopoeia,She had used <blank> to bring the scene to life.
4,onomatopoeia,His <blank> had been the buzz of the bee.
